image_name,point_0_x,point_0_y,point_1_x,point_1_y,point_2_x,point_2_y,point_3_x,point_3_y,point_4_x,point_4_y,point_5_x,point_5_y,point_6_x,point_6_y,point_7_x,point_7_y,point_8_x,point_8_y,point_9_x,point_9_y,point_10_x,point_10_y,point_11_x,point_11_y,point_12_x,point_12_y,point_13_x,point_13_y,point_14_x,point_14_y,point_15_x,point_15_y,point_16_x,point_16_y,point_17_x,point_17_y,point_18_x,point_18_y,point_19_x,point_19_y,point_20_x,point_20_y
palm_144_keypoints,588.567,2323.52,663.938,2281.94,721.116,2188.38,736.71,2089.61,752.304,2003.85,632.75,2087.01,622.354,1970.06,604.161,1894.69,585.968,1814.12,565.176,2094.81,546.983,1957.06,539.186,1879.09,513.196,1819.32,500.201,2115.6,487.206,1990.85,482.008,1912.88,479.409,1814.12,437.824,2141.59,422.23,2035.03,419.631,1975.26,430.027,1915.48
palm_145_keypoints,770.333,2263.35,868.584,2194,949.497,2113.09,987.063,2003.28,1027.52,1910.81,885.922,2006.17,911.93,1876.13,917.709,1795.22,929.268,1722.97,816.569,2006.17,839.687,1853.01,848.356,1769.21,865.694,1670.96,750.105,2011.95,770.333,1870.35,790.561,1792.33,807.9,1725.86,683.641,2029.28,689.421,1919.47,698.09,1861.68,706.759,1798.11
palm_146_keypoints,522.261,2056.52,628.857,1996.39,729.987,1917.13,809.251,1832.4,880.315,1783.2,639.79,1775,683.522,1654.74,713.587,1580.94,740.92,1501.68,552.326,1764.07,579.659,1602.8,596.058,1507.14,596.058,1447.01,478.529,1777.73,467.596,1627.4,473.063,1539.94,478.529,1441.54,401.998,1805.06,347.334,1701.2,311.802,1646.54,287.203,1589.14
palm_147_keypoints,770.932,2197.6,868.688,2148.72,966.444,2071.09,1041.2,1981.96,1113.08,1921.58,885.939,1944.58,946.318,1826.7,972.195,1751.94,992.321,1674.31,811.184,1941.7,839.936,1774.94,857.187,1674.31,868.688,1588.06,739.305,1947.46,733.555,1803.7,736.43,1717.44,742.18,1639.81,670.301,1976.21,627.173,1872.7,607.047,1806.57,598.421,1740.44
palm_148_keypoints,721.315,2261.38,822.327,2225.89,917.878,2146.72,999.778,2070.28,1068.03,2012.95,811.406,2023.87,852.357,1901.02,871.467,1827.31,887.847,1748.14,732.236,2018.41,743.156,1860.07,743.156,1764.52,734.966,1718.11,655.795,2029.33,636.685,1895.56,633.955,1808.2,631.225,1712.65,590.274,2070.28,541.134,1972,513.833,1917.4,489.263,1857.34
palm_149_keypoints,586.264,2233.31,682.987,2203.76,755.53,2117.78,801.204,2026.43,865.686,1970.01,642.686,1980.76,653.433,1865.23,656.12,1781.94,656.12,1704.02,562.083,1975.38,559.397,1822.24,545.963,1733.58,524.469,1709.4,497.601,1994.19,473.421,1859.85,454.613,1773.88,454.613,1709.4,433.119,2031.81,376.698,1935.08,349.83,1884.03,328.336,1822.24
palm_14_keypoints,1236.96,4608.39,1491.84,4376.68,1723.55,4191.31,1793.06,3944.16,1800.79,3751.06,1553.63,3866.92,1599.97,3550.25,1615.42,3341.71,1646.31,3148.62,1360.54,3859.2,1375.99,3480.74,1368.26,3249.03,1360.54,3040.49,1190.62,3874.64,1175.17,3557.97,1175.17,3326.26,1182.89,3125.45,1036.15,3936.43,982.08,3673.83,982.08,3511.63,989.803,3326.26
palm_150_keypoints,661.144,2059.91,751.958,1998.48,818.733,1913,864.14,1806.16,912.218,1736.72,738.603,1782.13,746.616,1645.9,743.945,1563.1,741.274,1499,666.486,1782.13,671.828,1629.88,677.17,1544.41,674.499,1499,602.382,1800.82,605.053,1653.92,610.395,1563.1,626.421,1499,530.266,1819.52,530.266,1699.32,535.607,1640.56,548.962,1587.14
palm_151_keypoints,732.77,2043.18,841.343,1963.35,917.983,1864.36,972.27,1752.59,1042.52,1669.56,844.536,1714.27,870.083,1583.34,870.083,1487.54,873.276,1404.52,767.896,1714.27,793.443,1554.6,812.603,1452.42,822.183,1340.65,694.45,1730.24,719.996,1576.96,742.35,1481.16,761.51,1404.52,624.196,1746.2,633.776,1628.05,640.163,1557.8,665.71,1500.32
palm_152_keypoints,724.555,2175.82,844.621,2105.01,961.608,2000.34,1032.42,1901.83,1106.3,1834.1,835.385,1871.04,866.171,1723.27,878.486,1630.91,884.643,1553.94,739.948,1871.04,752.262,1677.09,758.419,1572.41,743.026,1523.16,666.061,1895.67,641.432,1723.27,641.432,1627.83,641.432,1550.86,595.253,1929.53,539.838,1818.7,512.13,1750.97,493.658,1683.24
palm_153_keypoints,859.606,2451.58,968.668,2405.66,1094.95,2328.17,1192.53,2250.68,1284.37,2210.5,1008.85,2167.45,1069.12,2055.51,1097.82,1963.67,1117.91,1917.75,917.007,2155.96,945.708,2015.33,960.058,1912.01,937.098,1920.62,845.256,2187.54,830.906,2058.38,839.516,1966.54,848.126,1917.75,776.375,2244.94,716.104,2153.09,687.403,2092.82,664.443,2026.81
palm_154_keypoints,304.403,565.773,347.79,536.534,379.858,510.124,401.552,475.226,423.245,449.76,349.676,465.794,350.619,406.373,353.449,371.475,356.278,373.361,316.664,466.737,325.153,404.487,326.096,371.475,319.494,373.361,292.141,472.397,296.857,417.691,301.573,387.509,304.403,373.361,272.334,484.658,267.618,442.214,265.732,420.521,267.618,404.487
palm_155_keypoints,192.914,568.383,233.465,537.263,269.301,503.313,289.105,470.307,310.795,443.902,229.693,455.218,231.579,402.408,230.636,391.091,224.978,355.255,195.743,462.762,193.857,386.376,164.623,364.686,186.313,490.111,170.281,482.566,157.078,455.218,131.616,417.496,125.958,382.604,149.534,500.484,129.73,475.022,130.673,475.965,136.331,485.396
palm_156_keypoints,261.902,694.73,301.147,692.171,341.246,666.576,363.429,641.834,383.905,619.652,315.651,632.449,321.623,584.672,324.183,564.196,328.449,555.664,287.497,630.743,296.882,578.7,301.147,554.811,296.028,555.664,261.902,633.302,272.14,585.525,278.965,562.489,277.259,555.664,238.013,654.632,239.719,612.826,238.866,592.35,239.719,576.993
palm_157_keypoints,201.409,395.981,235.9,387.55,268.092,377.586,297.984,369.155,321.744,372.987,255.828,327.766,270.391,297.874,278.822,277.945,285.72,258.017,235.9,319.335,256.595,281.778,266.559,261.85,274.99,240.389,218.271,317.035,236.666,282.544,248.163,262.616,256.595,245.754,199.876,313.969,212.139,290.209,218.271,277.179,225.169,264.915
palm_158_keypoints,203.342,420.405,235.604,410.176,267.866,393.651,290.686,377.127,311.931,375.553,243.473,345.652,251.342,312.603,255.276,292.144,256.85,273.259,223.014,340.93,234.817,299.226,240.325,277.98,243.473,256.735,205.703,340.93,215.145,304.734,222.227,282.702,226.948,265.39,186.031,343.291,191.539,318.111,196.26,305.521,200.195,292.144
palm_159_keypoints,141.614,359.785,175.842,356.446,209.235,352.272,236.784,348.932,262.664,349.767,210.905,302.182,228.436,273.798,240.958,255.432,253.481,235.396,192.538,288.825,219.253,255.432,232.61,234.561,243.463,213.69,173.337,282.146,199.217,251.258,213.409,230.387,226.766,215.36,154.136,277.137,169.998,255.432,178.346,241.24,186.695,228.717
